"ORGÃO SUPERIOR DESTINATÁRIO";"ÓRGÃO DESTINATÁRIO";"FORNECEDOR";"CNPJ DO FORNECEDOR";"MUNICÍPIO DO FORNECEDOR";"CHAVE DA NF-E";"VALOR DA NOTA (R$)";"DATA DA EMISSÃO";"NÚMERO";"SÉRIE";
"Ministério da Defesa";"Comando do Exército";"DRONE AIR COMERCIO E SERVICOS TECNOLOGICOS EIRELI";"39.935.802/0001-29";"JOAO PESSOA";"25221139935802000129550010000002891135121934";"5.400,00";"07/11/2022";"289";"1";
"Ministério da Defesa";"Comando do Exército";"DRONE AIR COMERCIO E SERVICOS TECNOLOGICOS EIRELI";"39.935.802/0001-29";"JOAO PESSOA";"25221139935802000129550010000002981731954877";"5.400,00";"17/11/2022";"298";"1";
"Ministério da Defesa";"Comando do Exército";"DRONE AIR COMERCIO E SERVICOS TECNOLOGICOS EIRELI";"39.935.802/0001-29";"JOAO PESSOA";"25230739935802000129550010000005031932811546";"5.400,00";"06/07/2023";"503";"1";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"GRUPO MULTI S.A";"59.717.553/0006-17";"EXTREMA";"31240859717553000617550140018729991081103556";"5.549,00";"12/08/2024";"1872999";"14";
"Ministério da Educação";"Universidade Federal da Bahia";"GO VENDAS ELETRONICAS LTDA";"36.521.392/0001-81";"SERRA";"32230736521392000181550010000062311738929152";"5.557,29";"03/07/2023";"6231";"1";
"Ministério da Defesa";"Comando do Exército";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35230318355397000108550020001961871144407364";"5.757,00";"31/03/2023";"196187";"2";
"Ministério da Defesa";"Comando do Exército";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35230418355397000108550020001998221730609441";"5.757,00";"19/04/2023";"199822";"2";
"Ministério da Defesa";"Comando do Exército";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35230418355397000108550020002009971195427210";"5.757,00";"26/04/2023";"200997";"2";
"Ministério da Defesa";"Fundo do Exército";"MAIORCA COMERCIO DE EQUIPAMENTOS ELETRONICOS EIRELI";"34.802.325/0001-00";"SAO PAULO";"35220334802325000100550010000006431908000407";"5.789,36";"18/03/2022";"643";"1";
"Ministério da Defesa";"Fundo do Exército";"MAIORCA COMERCIO DE EQUIPAMENTOS ELETRONICOS EIRELI";"34.802.325/0001-00";"SAO PAULO";"35220334802325000100550010000006611908000405";"5.789,36";"23/03/2022";"661";"1";
"Ministério da Defesa";"Comando da Marinha";"PIRES & SANTOS COMERCIO LTDA";"52.087.237/0001-55";"BRASILIA";"53240852087237000155550010000001751450011758";"5.850,00";"28/08/2024";"175";"1";
"Ministério da Defesa";"Comando do Exército";"P & F IMPORTACAO E EXPORTACAO LTDA";"34.238.351/0001-57";"DUQUE DE CAXIAS";"33231234238351000157550010000013151661636471";"5.900,00";"12/12/2023";"1315";"1";
"Ministério da Defesa";"Comando do Exército";"GSA COMERCIO DE PRODUTOS GERAIS LTDA";"41.172.341/0001-21";"BRASILIA";"53220141172341000121550010000000861044614250";"5.904,27";"13/01/2022";"86";"1";
"Ministério dos Transportes";"Departamento Nacional de Infraestrutura de Transportes";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35220218355397000108550020001144881379237558";"5.909,88";"18/02/2022";"114488";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240518355397000108550020002845191775221973";"5.946,86";"14/05/2024";"284519";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240318355397000108550020002728251201660943";"5.954,33";"28/03/2024";"272825";"2";
"Ministério da Educação";"Universidade Tecnológica Federal do Paraná";"PEDROSO NEGOCIOS GOVERNAMENTAIS PRODUTOS E SERVICOS LTDA";"51.118.112/0001-82";"SAO PAULO";"35240651118112000182550010000001601496070700";"5.987,00";"17/06/2024";"160";"1";
"Ministério da Defesa";"Fundo do Exército";"EASY ALEGRETE LTDA";"27.003.638/0001-32";"ALEGRETE";"43211127003638000132550000000001441307274443";"5.998,00";"01/11/2021";"144";"0";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240118355397000108550020002600441459472860";"6.146,05";"30/01/2024";"260044";"2";
"Ministério da Educação";"Universidade Federal de Itajubá";"LICITASHOP COMERCIO E SERVICOS LTDA";"50.958.011/0001-57";"SAO PAULO";"35240950958011000157550010000008181696433058";"6.193,98";"20/09/2024";"818";"1";
"Ministério da Educação";"Universidade Federal de Itajubá";"LICITASHOP COMERCIO E SERVICOS LTDA";"50.958.011/0001-57";"SAO PAULO";"35240950958011000157550010000008181696433058";"6.193,98";"20/09/2024";"818";"1";
"Ministério da Defesa";"Comando do Exército";"GOHOBBY FUTURE TECHNOLOGY LTDA";"13.373.898/0003-57";"SAO PAULO";"35240513373898000357550010000001351582337295";"6.210,00";"07/05/2024";"135";"1";
"Ministério da Educação";"Universidade Federal de Santa Maria";"SK DISTRIBUIDORA E COMERCIO DE LIVROS LTDA";"36.718.488/0001-34";"SAO PAULO";"35250336718488000134550010000033201433614090";"6.233,75";"06/03/2025";"3320";"1";
"Sem informação";"Sem informação";"JOAO MARIA PEREIRA MACIEL 04687481485";"44.773.383/0001-06";"PARNAMIRIM";"24250244773383000106550010000000151400701006";"6.240,00";"13/02/2025";"15";"1";
"Ministério da Defesa";"Comando do Exército";"SP DRONES E COMERCIO SOCIEDADE UNIPESSOAL LTDA";"44.660.577/0001-03";"SAO PAULO";"35230344660577000103550010000004041107915140";"6.299,32";"27/03/2023";"404";"1";
"Ministério da Educação";"Universidade Federal de Santa Maria";"SK DISTRIBUIDORA E COMERCIO DE LIVROS LTDA";"36.718.488/0001-34";"SAO PAULO";"35250236718488000134550010000033051477585576";"6.304,21";"19/02/2025";"3305";"1";
"Ministério da Educação";"Universidade Federal de Santa Maria";"SK DISTRIBUIDORA E COMERCIO DE LIVROS LTDA";"36.718.488/0001-34";"SAO PAULO";"35250336718488000134550010000033191435393490";"6.304,21";"06/03/2025";"3319";"1";
"Ministério da Defesa";"Fundo do Exército";"LITUÂNIA COMÉRCIO DE MERCADORIAS EM GERAL LTDA ME";"12.132.240/0001-29";"SAO PAULO";"35230312132240000129550010000030781000191405";"6.400,00";"31/03/2023";"3078";"1";
"Ministério dos Transportes";"Departamento Nacional de Infraestrutura de Transportes";"LITUÂNIA COMÉRCIO DE MERCADORIAS EM GERAL LTDA ME";"12.132.240/0001-29";"SAO PAULO";"35230812132240000129550010000032281127350805";"6.400,00";"10/08/2023";"3228";"1";
"Ministério dos Transportes";"Departamento Nacional de Infraestrutura de Transportes";"LITUÂNIA COMÉRCIO DE MERCADORIAS EM GERAL LTDA ME";"12.132.240/0001-29";"SAO PAULO";"35230712132240000129550010000031771840520709";"6.400,00";"12/07/2023";"3177";"1";
"Ministério da Educação";"Universidade Federal do Paraná";"EMGESA EMPRESA DE GERENCIAMENTO DE SOBRESSALENTES E AUTOMACA";"32.005.178/0001-11";"SAO PAULO";"35241032005178000111550010000011571178761935";"6.403,66";"01/10/2024";"1157";"1";
"Ministério da Gestão e da Inovação em Serviços Públicos";"Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto";"MULTIDRONES - PRODUCOES AEREAS, COMERCIO E REPRESENTACAO COM";"18.449.119/0001-01";"BRASILIA";"53220818449119000101550010000016991194981330";"6.459,00";"30/08/2022";"1699";"1";
"CODIGO VAGO";"CODIGO VAGO - Unidades com vínculo direto";"MULTIDRONES - PRODUCOES AEREAS, COMERCIO E REPRESENTACAO COM";"18.449.119/0001-01";"BRASILIA";"53220918449119000101550010000017031195940873";"6.459,00";"01/09/2022";"1703";"1";
"Ministério da Fazenda";"Ministério da Fazenda - Unidades com vínculo direto";"CONNECT STORE LTDA";"53.731.658/0002-10";"SERTAOZINHO";"35240653731658000210550010000000011477118385";"6.500,00";"18/06/2024";"1";"1";
"Ministério da Educação";"Instituto Federal Sul-rio-grandense";"GLOBALI DISTRIBUICAO E COMERCIO LTDA";"41.826.585/0001-80";"GOIANIA";"52221141826585000180550010000002331266545743";"6.611,77";"09/11/2022";"233";"1";
"Ministério da Defesa";"Comando do Exército";"REFERENCIAL DIGITAL LTDA";"04.177.460/0001-40";"BELO HORIZONTE";"31231204177460000140550010000009981406901596";"6.695,00";"11/12/2023";"998";"1";
"Ministério da Defesa";"Comando do Exército";"REFERENCIAL DIGITAL LTDA";"04.177.460/0001-40";"BELO HORIZONTE";"31240104177460000140550010000010231292959230";"6.695,00";"24/01/2024";"1023";"1";
"Ministério da Defesa";"Comando do Exército";"REFERENCIAL DIGITAL LTDA";"04.177.460/0001-40";"BELO HORIZONTE";"31240104177460000140550010000010231292959230";"6.695,00";"24/01/2024";"1023";"1";
"Ministério da Educação";"Universidade Federal de Viçosa";"FUNDACAO ARTHUR BERNARDES - ADM";"20.320.503/0001-51";"VICOSA";"31250220320503000151550020000146751411252470";"6.699,00";"13/02/2025";"14675";"2";
"Ministério da Defesa";"Fundo do Exército";"A & F COMERCIO E SERVICOS DE INFORMATICA LTDA";"34.395.018/0001-51";"CRUZEIRO DO SUL";"12220734395018000151550010000000141024497054";"6.750,00";"13/07/2022";"14";"1";
"Ministério da Educação";"Instituto Federal do Mato Grosso do Sul";"A & F COMERCIO E SERVICOS DE INFORMATICA LTDA";"34.395.018/0001-51";"CRUZEIRO DO SUL";"12220834395018000151550010000000151024497055";"6.750,00";"08/08/2022";"15";"1";
"Ministério da Educação";"Instituto Federal do Mato Grosso do Sul";"A & F COMERCIO E SERVICOS DE INFORMATICA LTDA";"34.395.018/0001-51";"CRUZEIRO DO SUL";"12221034395018000151550010000000161024497056";"6.750,00";"31/10/2022";"16";"1";
"Ministério da Defesa";"Comando da Marinha";"JB EQUIPAMENTOS INDUSTRIAIS LTDA ME";"31.391.461/0001-66";"RIO DE JANEIRO";"33231031391461000166550010000057831528166460";"6.780,00";"11/10/2023";"5783";"1";
"Ministério da Educação";"Instituto Federal de Alagoas";"FORMATO DIGITAL COMERCIO E COMUNICACAO MULTIMIDIA LTDA";"31.070.939/0001-56";"JOAO PESSOA";"25240731070939000156550010000003431814490012";"6.790,00";"29/07/2024";"343";"1";
"Ministério da Defesa";"Fundo do Exército";"DT OFFICE - DISTRIBUIDOR DE ELETRONICOS EIRELI";"30.019.904/0001-20";"SAO PAULO";"35221230019904000120550010000031611622048401";"6.793,71";"20/12/2022";"3161";"1";
"Ministério da Defesa";"Comando do Exército";"DT OFFICE - DISTRIBUIDOR DE ELETRONICOS EIRELI";"30.019.904/0001-20";"SAO PAULO";"35221130019904000120550010000030991264027829";"6.793,71";"09/11/2022";"3099";"1";
"Ministério da Educação";"Universidade Federal do Triângulo Mineiro";"AS SHOP COMERCIO VAREJISTA DE ELETRONICOS LTDA";"47.308.261/0001-37";"JOAO PESSOA";"25231147308261000137550010000000801721196814";"6.800,00";"06/11/2023";"80";"1";
"Ministério da Educação";"Universidade Federal do Triângulo Mineiro";"AS SHOP COMERCIO VAREJISTA DE ELETRONICOS LTDA";"47.308.261/0001-37";"JOAO PESSOA";"25231247308261000137550010000001031442251274";"6.800,00";"01/12/2023";"103";"1";
"Ministério da Educação";"Universidade Federal do Triângulo Mineiro";"AS SHOP COMERCIO VAREJISTA DE ELETRONICOS LTDA";"47.308.261/0001-37";"JOAO PESSOA";"25231247308261000137550010000001021440223616";"6.800,00";"01/12/2023";"102";"1";
"Ministério da Defesa";"Comando do Exército";"SP DRONES E COMERCIO SOCIEDADE UNIPESSOAL LTDA";"44.660.577/0001-03";"SAO PAULO";"35230744660577000103550010000006201775329609";"6.840,00";"21/07/2023";"620";"1";
"Ministério da Defesa";"Fundo do Exército";"SP DRONES E COMERCIO SOCIEDADE UNIPESSOAL LTDA";"44.660.577/0001-03";"SAO PAULO";"35230444660577000103550010000004201821219740";"6.840,00";"12/04/2023";"420";"1";
"Ministério da Defesa";"Comando do Exército";"PEDROSO NEGOCIOS GOVERNAMENTAIS PRODUTOS E SERVICOS LTDA";"51.118.112/0001-82";"SAO PAULO";"35240551118112000182550010000001121496070709";"6.860,66";"13/05/2024";"112";"1";
"Sem informação";"Sem informação";"PEDROSO NEGOCIOS GOVERNAMENTAIS PRODUTOS E SERVICOS LTDA";"51.118.112/0001-82";"SAO PAULO";"35240651118112000182550010000001591496070709";"6.860,66";"17/06/2024";"159";"1";
"Ministério da Ciência, Tecnologia e Inovação";"Ministério da Ciência, Tecnologia e Inovação - Unidades com vínculo direto";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35241218355397000108550020003403041208975375";"6.892,36";"10/12/2024";"340304";"2";
"Ministério da Educação";"Fundação Universidade Federal de São Carlos";"M2Z SOLUÇÕES INTEGRADAS LTDA";"30.870.355/0001-00";"RIO DE JANEIRO";"33211230870355000100550020000001681090081076";"6.899,00";"16/12/2021";"168";"2";
"Ministério da Defesa";"Comando do Exército";"BRUNO DIGITAL COMÉRCIO DE MERCADORIA EM GERAL EIRELI - ME";"28.811.718/0001-87";"SAO PAULO";"35231228811718000187550010000008061201635402";"6.943,00";"11/12/2023";"806";"1";
"Ministério da Defesa";"Comando do Exército";"BRUNO DIGITAL COMÉRCIO DE MERCADORIA EM GERAL EIRELI - ME";"28.811.718/0001-87";"SAO PAULO";"35231228811718000187550010000008051201635405";"6.943,00";"11/12/2023";"805";"1";
"Ministério da Defesa";"Comando do Exército";"BRUNO DIGITAL COMÉRCIO DE MERCADORIA EM GERAL EIRELI - ME";"28.811.718/0001-87";"SAO PAULO";"35241128811718000187550010000009521201635409";"6.943,00";"29/11/2024";"952";"1";
"Ministério da Defesa";"Comando do Exército";"DT OFFICE - DISTRIBUIDOR DE ELETRONICOS EIRELI";"30.019.904/0001-20";"SAO PAULO";"35230630019904000120550010000034961111608032";"6.989,00";"20/06/2023";"3496";"1";
"Ministério da Defesa";"Comando do Exército";"DT OFFICE - DISTRIBUIDOR DE ELETRONICOS EIRELI";"30.019.904/0001-20";"SAO PAULO";"35230930019904000120550010000036531198022846";"6.989,00";"22/09/2023";"3653";"1";
"Ministério da Defesa";"Comando do Exército";"DT OFFICE - DISTRIBUIDOR DE ELETRONICOS EIRELI";"30.019.904/0001-20";"SAO PAULO";"35220930019904000120550010000030401242092139";"6.997,14";"28/09/2022";"3040";"1";
"Ministério da Defesa";"Comando da Marinha";"S F DE SOUZA CASTRO LTDA";"21.775.627/0001-94";"CASTRO";"41220621775627000194550010000020941044900071";"7.000,00";"09/06/2022";"2094";"1";
"Ministério da Educação";"Universidade Federal do Rio Grande do Sul";"P & F IMPORTACAO E EXPORTACAO LTDA";"34.238.351/0001-57";"DUQUE DE CAXIAS";"33230934238351000157550010000012021780417020";"7.120,00";"21/09/2023";"1202";"1";
"Ministério da Educação";"Universidade Federal de Roraima";"PDZ SOLUCOES E COMERCIO LTDA";"53.197.427/0001-98";"RIO BRANCO";"12250253197427000198550010000002821242464155";"7.184,00";"11/02/2025";"282";"1";
"Ministério da Educação";"Universidade Federal de Roraima";"PDZ SOLUCOES E COMERCIO LTDA";"53.197.427/0001-98";"RIO BRANCO";"12250253197427000198550010000002841242509854";"7.184,00";"11/02/2025";"284";"1";
"Ministério da Defesa";"Comando do Exército";"ALPHA CENTAURI COMERCIO ATACADISTA DE EQUIPAMENTOS E COMPONE";"34.148.330/0001-40";"SANTA CRUZ DO CAPIBARIBE";"26220734148330000140550010000001441532503781";"7.200,00";"02/07/2022";"144";"1";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Chico Mendes de Conservação da Biodiversidade";"DT OFFICE - DISTRIBUIDOR DE ELETRONICOS EIRELI";"30.019.904/0001-20";"SAO PAULO";"35220130019904000120550010000023341049377726";"7.300,00";"31/01/2022";"2334";"1";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Chico Mendes de Conservação da Biodiversidade";"DT OFFICE - DISTRIBUIDOR DE ELETRONICOS EIRELI";"30.019.904/0001-20";"SAO PAULO";"35220130019904000120550010000022811392709077";"7.300,00";"17/01/2022";"2281";"1";
"Ministério da Educação";"Fundação Universidade Federal de São Carlos";"FUNDACAO DE APOIO INSTITUCIONAL AO DESENVOLVIMENTO CIENTIFIC";"66.991.647/0001-30";"SAO CARLOS";"35241266991647000130550010000257471250145529";"7.301,22";"12/12/2024";"25747";"1";
"Ministério da Fazenda";"Ministério da Fazenda - Unidades com vínculo direto";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240618355397000108550020002952931132458604";"7.302,09";"24/06/2024";"295293";"2";
"Ministério da Ciência, Tecnologia e Inovação";"Ministério da Ciência, Tecnologia e Inovação - Unidades com vínculo direto";"SK DISTRIBUIDORA E COMERCIO DE LIVROS LTDA";"36.718.488/0001-34";"SAO PAULO";"35240436718488000134550010000025391494741467";"7.328,13";"10/04/2024";"2539";"1";
"Ministério da Ciência, Tecnologia e Inovação";"Ministério da Ciência, Tecnologia e Inovação - Unidades com vínculo direto";"SK DISTRIBUIDORA E COMERCIO DE LIVROS LTDA";"36.718.488/0001-34";"SAO PAULO";"35240436718488000134550010000025671400877925";"7.328,13";"22/04/2024";"2567";"1";
"Ministério da Ciência, Tecnologia e Inovação";"Agência Espacial Brasileira";"GABRIEL DE ARAUJO AZARIAS";"44.398.128/0001-20";"BRASILIA";"53220644398128000120550010000000111052777001";"7.380,00";"28/06/2022";"11";"1";
"Ministério da Educação";"Instituto Federal de Alagoas";"FORMATO DIGITAL COMERCIO E COMUNICACAO MULTIMIDIA LTDA";"31.070.939/0001-56";"JOAO PESSOA";"25240231070939000156550010000002431045352772";"7.380,00";"15/02/2024";"243";"1";
"Ministério da Educação";"Instituto Federal de Alagoas";"FORMATO DIGITAL COMERCIO E COMUNICACAO MULTIMIDIA LTDA";"31.070.939/0001-56";"JOAO PESSOA";"25240731070939000156550010000003421760723599";"7.380,00";"29/07/2024";"342";"1";
"CODIGO VAGO";"CODIGO VAGO - Unidades com vínculo direto";"ELIANE DE OLIVEIRA TAVARES EPP";"24.993.593/0001-00";"OLIVEIRA";"31221024993593000100550010000000711298000056";"7.449,00";"18/10/2022";"71";"1";
"Ministério da Educação";"Fundação Universidade Federal do Pampa";"SP DRONES E COMERCIO SOCIEDADE UNIPESSOAL LTDA";"44.660.577/0001-03";"SAO PAULO";"35230944660577000103550010000008001571288640";"7.473,95";"29/09/2023";"800";"1";
"Ministério da Educação";"Fundação Universidade Federal do Pampa";"SP DRONES E COMERCIO SOCIEDADE UNIPESSOAL LTDA";"44.660.577/0001-03";"SAO PAULO";"35230944660577000103550010000007641984154507";"7.473,95";"19/09/2023";"764";"1";
"Ministério da Ciência, Tecnologia e Inovação";"Ministério da Ciência, Tecnologia e Inovação - Unidades com vínculo direto";"SK DISTRIBUIDORA E COMERCIO DE LIVROS LTDA";"36.718.488/0001-34";"SAO PAULO";"35240436718488000134550010000025681484073889";"7.491,18";"22/04/2024";"2568";"1";
"Ministério da Fazenda";"Ministério da Fazenda - Unidades com vínculo direto";"ATACADO DO DEZAO EIRELI";"41.071.643/0001-03";"LONDRINA";"41220541071643000103550010000000541000095474";"7.500,00";"09/05/2022";"54";"1";
"Sem informação";"Sem informação";"ELIANE DE OLIVEIRA TAVARES EPP";"24.993.593/0001-00";"OLIVEIRA";"31230324993593000100550010000000901800000008";"7.500,00";"16/03/2023";"90";"1";
"Sem informação";"Sem informação";"ELIANE DE OLIVEIRA TAVARES EPP";"24.993.593/0001-00";"OLIVEIRA";"31230424993593000100550010000000961430605366";"7.500,00";"26/04/2023";"96";"1";
"Ministério da Defesa";"Comando da Aeronáutica";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35220518355397000108550020001331611209148442";"7.633,88";"04/05/2022";"133161";"2";
"Ministério da Defesa";"Comando da Aeronáutica";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35220518355397000108550020001374801282921563";"7.633,88";"24/05/2022";"137480";"2";
"Ministério da Defesa";"Comando da Aeronáutica";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35230318355397000108550020001948841113005520";"7.633,88";"24/03/2023";"194884";"2";
"Ministério da Defesa";"Comando da Aeronáutica";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35230218355397000108550020001891861212364580";"7.633,88";"27/02/2023";"189186";"2";
